Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status,Status_Dropout,Status_Enrolled,Status_Graduate
Single,1st phase - general contingent,First Choice,Equinculture,Daytime,Secondary education,140.0,Portuguese,Higher Education,Higher Education,Technicians,Technicians,127.8,No,No,No,Yes,Male,No,18,No,0,6,7,6,14.285714285714286,0,0,6,9,6,14.857142857142858,0,11.1,0.6,2.02,0,False,False,True
Single,2nd phase - general contingent,Second Choice,Management,Daytime,Secondary education,112.0,Portuguese,Secondary Education,Secondary Education,Technicians,Technicians,106.4,Yes,No,No,Yes,Male,No,19,No,0,5,7,5,10.2,0,0,5,6,4,10.5,0,12.4,0.5,1.79,0,False,False,True
Single,Transfer,First Choice,Nursing,Daytime,Secondary education,100.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Unskilled Workers,100.0,No,No,Yes,Yes,Male,No,24,No,0,8,16,2,10.25,1,0,8,16,2,10.25,1,12.7,3.7,-1.7,1,True,False,False
Single,2nd phase - general contingent,Second Choice,Veterinary Nursing,Daytime,Secondary education,126.0,Portuguese,Secondary Education,Higher Education,Service Workers,Service Workers,123.9,Yes,No,No,Yes,Male,No,21,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,1,True,False,False
Single,1st phase - general contingent,First Choice,Advertising and Marketing Management,Daytime,Secondary education,150.0,Portuguese,Higher Education,Basic Education,Administrative Staff,Skilled Workers,139.5,No,No,No,Yes,Male,Yes,20,No,0,6,7,6,14.833333333333334,0,0,6,6,6,14.833333333333334,0,12.7,3.7,-1.7,0,False,False,True
Single,Technological specialization diploma holders,First Choice,Agronomy,Daytime,Technological specialization,150.0,Portuguese,Basic Education,Secondary Education,Unskilled Workers,Machine Operators,150.0,Yes,No,No,Yes,Male,No,21,No,0,6,12,5,13.625,0,0,6,6,5,12.6,0,13.9,-0.3,0.79,0,False,False,True
Married,1st phase - general contingent,First Choice,Oral Hygiene,Daytime,Secondary education,144.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Administrative Staff,139.8,No,No,Yes,Yes,Male,No,24,No,0,7,7,7,12.271428571428572,0,0,8,10,7,13.657142857142857,0,10.8,1.4,1.74,0,False,False,True
Single,Over 23 years old,First Choice,Management (evening attendance),Evening,Secondary education,133.1,Portuguese,Basic Education,Basic Education,Unskilled Workers,Unskilled Workers,154.4,No,No,No,Yes,Male,No,27,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,10.8,1.4,1.74,1,True,False,False
Single,2nd phase - general contingent,Second Choice,Management,Daytime,Secondary education,120.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Unskilled Workers,115.5,Yes,No,Yes,No,Male,No,19,No,0,5,8,4,12.5,0,0,5,9,5,10.5,0,8.9,1.4,3.51,2,False,True,False
Single,Over 23 years old,First Choice,Social Service (evening attendance),Evening,Secondary education,133.1,Portuguese,Higher Education,Basic Education,Administrative Staff,Skilled Workers,119.0,No,No,No,Yes,Male,No,39,No,3,9,10,9,13.22222222222222,0,2,7,8,7,13.142857142857142,0,8.9,1.4,3.51,0,False,False,True
Single,Over 23 years old,First Choice,Biofuel Production Technologies,Daytime,Secondary education,133.1,Portuguese,Basic Education,Basic Education,Unskilled Workers,Unskilled Workers,96.1,No,No,No,Yes,Male,No,25,No,0,7,13,2,15.0,0,0,7,12,2,11.5,0,12.4,0.5,1.79,1,True,False,False
Single,Holders of other higher courses,First Choice,Animation and Multimedia Design,Daytime,Higher education,130.0,Portuguese,Secondary Education,Higher Education,Unskilled Workers,Professionals,130.0,No,No,No,No,Male,No,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,1,True,False,False
Single,Change of course,First Choice,Communication Design,Daytime,Secondary education,133.0,Portuguese,Secondary Education,Higher Education,Unskilled Workers,Professionals,128.8,No,No,No,Yes,Male,No,19,No,6,12,12,12,13.166666666666666,0,6,12,12,12,13.0,0,10.8,1.4,1.74,0,False,False,True
Single,3rd phase - general contingent,First Choice,Journalism and Communication,Daytime,Secondary education,124.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Machine Operators,126.8,No,No,No,Yes,Male,Yes,21,No,0,6,8,5,13.833333333333334,0,0,6,6,4,14.0,0,13.9,-0.3,0.79,0,False,False,True
Single,Holders of other higher courses,First Choice,Management (evening attendance),Evening,Higher education,130.0,Portuguese,Secondary Education,Higher Education,Administrative Staff,Professionals,130.0,No,No,No,Yes,Male,No,27,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,1,True,False,False
Single,1st phase - general contingent,Second Choice,Management,Daytime,Secondary education,124.0,Portuguese,Secondary Education,Secondary Education,Service Workers,Technicians,116.7,Yes,No,No,Yes,Male,No,19,No,0,5,6,0,0.0,0,0,5,6,0,0.0,0,7.6,2.6,0.32,2,False,True,False
Single,2nd phase - general contingent,Second Choice,Nursing,Daytime,Secondary education,132.0,Portuguese,Higher Education,Secondary Education,Professionals,Skilled Workers,125.5,Yes,No,No,Yes,Male,No,18,No,0,8,8,7,13.154285714285717,0,0,8,8,7,13.154285714285717,0,10.8,1.4,1.74,2,False,True,False
Single,Holders of other higher courses,First Choice,Advertising and Marketing Management,Daytime,Higher education,110.0,Portuguese,Secondary Education,Basic Education,Technicians,Technicians,110.0,Yes,No,No,Yes,Male,No,27,No,7,12,12,9,12.333333333333334,0,6,11,11,6,13.166666666666666,0,9.4,-0.8,-3.12,1,True,False,False
Single,1st phase - general contingent,Second Choice,Journalism and Communication,Daytime,Secondary education,127.0,Portuguese,Basic Education,Basic Education,Machine Operators,Technicians,133.7,Yes,No,Yes,Yes,Male,No,18,No,0,6,6,6,13.0,0,0,6,7,5,11.8,0,12.7,3.7,-1.7,1,True,False,False
Single,1st phase - general contingent,First Choice,Equinculture,Daytime,Secondary education,130.0,Portuguese,Higher Education,Higher Education,Unskilled Workers,Managers,117.6,No,No,No,Yes,Male,No,19,No,0,5,14,2,11.5,2,0,5,8,5,11.4,3,9.4,-0.8,-3.12,2,False,True,False
Single,Technological specialization diploma holders,First Choice,Agronomy,Daytime,Technological specialization,140.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Armed Forces,140.0,No,No,No,Yes,Male,No,19,No,0,6,15,3,13.25,0,0,6,9,1,12.0,0,13.9,-0.3,0.79,1,True,False,False
Single,Technological specialization diploma holders,First Choice,Agronomy,Daytime,Technological specialization,150.0,Portuguese,Basic Education,Secondary Education,Managers,Managers,150.0,No,No,No,Yes,Male,No,22,No,0,6,12,3,13.333333333333334,0,0,6,12,3,12.75,0,15.5,2.8,-4.06,2,False,True,False
Single,1st phase - special contingent (Madeira Island),Second Choice,Social Service,Daytime,Secondary education,133.0,Portuguese,Basic Education,Basic Education,Administrative Staff,Service Workers,133.7,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,13.5,0,0,6,6,6,12.166666666666666,0,10.8,1.4,1.74,0,False,False,True
Single,1st phase - special contingent (Madeira Island),Second Choice,Journalism and Communication,Daytime,Secondary education,109.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Technicians,137.0,Yes,No,No,Yes,Female,Yes,18,No,0,6,7,6,12.666666666666666,0,0,6,8,5,12.8,0,10.8,1.4,1.74,0,False,False,True
Single,Change of course,First Choice,Management,Daytime,Secondary education,133.1,Portuguese,Higher Education,Basic Education,Professionals,Managers,128.2,No,No,No,Yes,Female,No,23,No,7,11,18,11,15.090909090909092,1,2,6,7,6,14.5,0,9.4,-0.8,-3.12,1,True,False,False
Single,3rd phase - general contingent,Second Choice,Animation and Multimedia Design,Daytime,Secondary education,133.0,Portuguese,Secondary Education,Higher Education,Unskilled Workers,Service Workers,129.2,Yes,No,Yes,No,Male,No,20,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,1,True,False,False
Single,2nd phase - general contingent,Second Choice,Journalism and Communication,Daytime,Secondary education,134.0,Portuguese,Higher Education,Secondary Education,Technicians,Technicians,129.5,Yes,No,No,Yes,Male,No,18,No,0,6,7,6,13.166666666666666,0,0,6,7,6,12.666666666666666,0,16.2,0.3,-0.92,0,False,False,True
Single,1st phase - general contingent,Second Choice,Journalism and Communication,Daytime,Secondary education,125.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Skilled Workers,129.6,Yes,No,No,Yes,Male,No,18,No,0,6,6,6,12.833333333333334,0,0,6,8,6,12.833333333333334,0,12.4,0.5,1.79,0,False,False,True
Single,2nd phase - general contingent,Second Choice,Informatics Engineering,Daytime,Secondary education,135.0,Portuguese,Secondary Education,Basic Education,Administrative Staff,Unskilled Workers,121.7,Yes,No,No,Yes,Male,No,18,No,0,5,7,5,11.8,0,0,5,9,3,12.0,0,8.9,1.4,3.51,2,False,True,False
Single,2nd phase - general contingent,Second Choice,Journalism and Communication,Daytime,Secondary education,132.0,Portuguese,Basic Education,Secondary Education,Unskilled Workers,Unskilled Workers,141.8,Yes,No,No,Yes,Male,No,20,No,0,6,6,6,11.833333333333334,0,0,6,6,6,12.166666666666666,0,12.7,3.7,-1.7,0,False,False,True
Single,1st phase - general contingent,Second Choice,Journalism and Communication,Daytime,Secondary education,135.0,Portuguese,Higher Education,Secondary Education,Professionals,Administrative Staff,129.8,Yes,No,No,Yes,Male,No,20,No,0,6,6,5,12.8,0,0,6,11,3,12.75,0,15.5,2.8,-4.06,0,False,False,True
Single,Technological specialization diploma holders,First Choice,Communication Design,Daytime,Technological specialization,100.0,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Administrative Staff,106.0,No,No,No,Yes,Male,No,21,No,2,7,7,5,11.8,0,5,9,9,5,11.0,0,12.4,0.5,1.79,1,True,False,False
Single,Change of course,First Choice,Animation and Multimedia Design,Daytime,Secondary education,144.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Administrative Staff,121.6,No,No,No,Yes,Male,No,22,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,2,False,True,False
Single,2nd phase - general contingent,First Choice,Informatics Engineering,Daytime,Secondary education,125.0,Portuguese,Basic Education,Secondary Education,Service Workers,Administrative Staff,121.5,Yes,No,No,Yes,Male,No,20,No,0,5,7,5,15.8,0,0,5,7,5,14.571428571428571,0,11.1,0.6,2.02,1,True,False,False
Single,1st phase - general contingent,First Choice,Animation and Multimedia Design,Daytime,Secondary education,133.1,Portuguese,Secondary Education,Basic Education,Unskilled Workers,Unskilled Workers,117.0,No,No,Yes,Yes,Male,No,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,2,False,True,False
Single,Technological specialization diploma holders,First Choice,Informatics Engineering,Daytime,Technological specialization,130.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Service Workers,130.0,Yes,No,No,Yes,Male,No,19,No,0,5,9,2,12.5,0,0,5,10,3,11.6,0,12.4,0.5,1.79,2,False,True,False
Single,2nd phase - general contingent,First Choice,Advertising and Marketing Management,Daytime,Secondary education,117.0,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Administrative Staff,117.7,Yes,No,No,Yes,Male,No,20,No,0,6,9,6,14.666666666666666,0,0,6,7,6,13.857142857142858,0,8.9,1.4,3.51,0,False,False,True
Single,Technological specialization diploma holders,First Choice,Veterinary Nursing,Daytime,Technological specialization,140.0,Portuguese,Basic Education,Basic Education,Service Workers,Skilled Workers,140.0,Yes,No,No,Yes,Male,No,19,No,2,6,10,4,12.5,0,1,6,16,2,12.0,0,12.4,0.5,1.79,1,True,False,False
Single,1st phase - general contingent,First Choice,Informatics Engineering,Daytime,Secondary education,132.0,Portuguese,Secondary Education,Other,Technicians,Technicians,133.1,Yes,No,No,Yes,Male,No,19,No,0,5,7,3,12.0,0,0,6,10,2,10.5,0,11.1,0.6,2.02,1,True,False,False
Single,International student (bachelor),First Choice,Informatics Engineering,Daytime,Secondary education,133.1,Brazilian,Higher Education,Higher Education,Professionals,Professionals,100.0,No,No,Yes,Yes,Male,No,24,Yes,2,8,8,7,13.142857142857142,0,1,6,8,6,11.833333333333334,0,8.9,1.4,3.51,2,False,True,False
Single,2nd phase - general contingent,First Choice,Advertising and Marketing Management,Daytime,Secondary education,132.0,Portuguese,Basic Education,Secondary Education,Service Workers,Administrative Staff,119.1,No,No,Yes,Yes,Male,No,18,No,0,6,6,3,12.666666666666666,0,0,6,11,4,11.142857142857142,0,10.8,1.4,1.74,1,True,False,False
Single,1st phase - general contingent,First Choice,Informatics Engineering,Daytime,Secondary education,148.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Machine Operators,129.8,No,No,No,No,Male,Yes,18,No,0,5,6,5,15.0,0,0,5,6,5,14.2,0,8.9,1.4,3.51,2,False,True,False
Single,1st phase - general contingent,First Choice,Social Service,Daytime,Secondary education,133.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Skilled Workers,131.3,Yes,No,Yes,Yes,Female,No,18,No,0,6,7,5,13.6,0,0,6,7,5,11.8,0,8.9,1.4,3.51,1,True,False,False
Single,2nd phase - general contingent,Second Choice,Journalism and Communication,Daytime,Secondary education,143.0,Portuguese,Secondary Education,Secondary Education,Skilled Workers,Skilled Workers,136.7,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,12.5,0,0,6,6,6,13.833333333333334,0,8.9,1.4,3.51,0,False,False,True
Single,2nd phase - general contingent,First Choice,Social Service,Daytime,Secondary education,143.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Unskilled Workers,126.2,Yes,No,No,Yes,Female,Yes,21,No,0,6,7,6,13.333333333333334,0,0,6,7,6,13.5,0,12.4,0.5,1.79,0,False,False,True
Single,International student (bachelor),First Choice,Veterinary Nursing,Daytime,Secondary education,133.1,Brazilian,Basic Education,Basic Education,Unskilled Workers,Unskilled Workers,109.6,No,No,No,Yes,Female,No,18,Yes,0,6,13,4,12.25,0,0,6,15,5,11.0,0,11.1,0.6,2.02,1,True,False,False
Single,1st phase - general contingent,First Choice,Nursing,Daytime,Secondary education,141.0,Portuguese,Secondary Education,Basic Education,Technicians,Technicians,131.9,Yes,No,No,Yes,Female,Yes,18,No,0,7,7,7,15.101428571428572,0,0,8,8,8,16.09375,0,11.1,0.6,2.02,0,False,False,True
Single,1st phase - general contingent,Second Choice,Social Service,Daytime,Secondary education,140.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Unskilled Workers,140.7,Yes,No,No,Yes,Female,Yes,18,No,0,6,6,6,13.166666666666666,0,0,6,6,6,16.0,0,10.8,1.4,1.74,0,False,False,True
Single,3rd phase - general contingent,Second Choice,Social Service (evening attendance),Evening,Secondary education,134.0,Portuguese,Higher Education,Basic Education,Professionals,Administrative Staff,120.7,Yes,No,No,Yes,Female,No,23,No,0,6,8,4,11.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,1,True,False,False
Single,1st phase - general contingent,Second Choice,Management,Daytime,Secondary education,118.0,Portuguese,Higher Education,Basic Education,Professionals,Administrative Staff,113.8,Yes,No,No,Yes,Female,No,21,No,0,5,9,3,11.666666666666666,0,0,5,9,4,11.75,0,8.9,1.4,3.51,0,False,False,True
Single,1st phase - general contingent,First Choice,Social Service,Daytime,Secondary education,135.0,Portuguese,Basic Education,Basic Education,Skilled Workers,Service Workers,121.0,No,No,No,Yes,Female,No,20,No,0,6,13,1,10.0,0,0,6,13,1,13.0,0,9.4,-0.8,-3.12,2,False,True,False
Single,2nd phase - general contingent,First Choice,Social Service (evening attendance),Evening,Secondary education,119.0,Portuguese,Other,Other,Student,Student,112.4,Yes,No,No,Yes,Female,No,26,No,4,7,15,7,11.571428571428571,0,2,6,14,2,11.0,0,7.6,2.6,0.32,1,True,False,False
Single,1st phase - general contingent,Second Choice,Journalism and Communication,Daytime,Secondary education,145.0,Portuguese,Secondary Education,Basic Education,Administrative Staff,Administrative Staff,131.0,Yes,No,No,Yes,Female,Yes,18,No,0,6,6,6,12.166666666666666,0,0,6,10,5,11.2,0,7.6,2.6,0.32,2,False,True,False
Single,1st phase - general contingent,First Choice,Animation and Multimedia Design,Daytime,Secondary education,143.0,Portuguese,Higher Education,Basic Education,Unskilled Workers,Unskilled Workers,142.7,Yes,No,No,Yes,Female,No,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,1,True,False,False
Single,1st phase - general contingent,First Choice,Advertising and Marketing Management,Daytime,Secondary education,123.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Machine Operators,125.5,No,No,No,No,Female,Yes,19,No,0,6,6,6,13.833333333333334,0,0,6,7,6,14.285714285714286,0,8.9,1.4,3.51,0,False,False,True
Single,1st phase - general contingent,Second Choice,Nursing,Daytime,Secondary education,108.0,Portuguese,Basic Education,Secondary Education,Unskilled Workers,Technicians,107.8,Yes,No,No,Yes,Female,Yes,20,No,0,7,10,6,12.357142857142858,0,0,8,9,7,13.0,0,13.9,-0.3,0.79,0,False,False,True
Single,1st phase - general contingent,Second Choice,Journalism and Communication,Daytime,Secondary education,117.0,Portuguese,Basic Education,Basic Education,Skilled Workers,Skilled Workers,110.4,Yes,No,Yes,No,Female,No,19,No,0,6,7,6,12.166666666666666,0,0,6,10,2,10.333333333333334,0,16.2,0.3,-0.92,1,True,False,False
Single,Technological specialization diploma holders,First Choice,Social Service,Daytime,Technological specialization,140.0,Portuguese,Basic Education,Basic Education,Service Workers,Armed Forces,136.1,Yes,No,Yes,Yes,Female,No,21,No,3,6,8,3,12.0,0,2,6,6,2,12.5,0,12.4,0.5,1.79,2,False,True,False
Single,Over 23 years old,First Choice,Tourism,Daytime,Secondary education,170.0,Portuguese,Basic Education,Basic Education,Administrative Staff,Agricultural Workers,138.3,No,No,No,Yes,Female,No,33,No,5,10,14,9,12.416666666666666,0,5,9,14,7,13.0,0,10.8,1.4,1.74,0,False,False,True
Single,1st phase - general contingent,Second Choice,Veterinary Nursing,Daytime,Secondary education,157.0,Portuguese,Higher Education,Basic Education,Administrative Staff,Agricultural Workers,142.3,No,No,No,Yes,Female,No,18,No,0,5,7,4,12.75,0,0,5,6,4,12.75,0,7.6,2.6,0.32,0,False,False,True
Single,Transfer,First Choice,Nursing,Daytime,Higher education,141.0,Portuguese,Basic Education,Secondary Education,Unskilled Workers,Administrative Staff,145.0,No,No,No,Yes,Female,No,21,No,12,21,33,18,14.933333333333334,12,12,21,33,18,14.933333333333334,12,7.6,2.6,0.32,0,False,False,True
Single,1st phase - general contingent,First Choice,Journalism and Communication,Daytime,Secondary education,125.0,Portuguese,Higher Education,Basic Education,Professionals,Technicians,125.7,Yes,No,No,Yes,Female,No,19,No,0,6,6,6,13.0,0,0,6,7,6,11.666666666666666,0,8.9,1.4,3.51,0,False,False,True
Divorced,Over 23 years old,First Choice,Basic Education,Daytime,Basic education,133.1,Portuguese,Basic Education,Basic Education,Unskilled Workers,Unskilled Workers,108.0,No,No,Yes,No,Female,No,33,No,0,7,7,7,12.857142857142858,0,0,7,8,6,12.666666666666666,0,8.9,1.4,3.51,2,False,True,False
Married,1st phase - general contingent,Second Choice,Nursing,Daytime,Secondary education,143.0,Portuguese,Basic Education,Basic Education,Service Workers,Service Workers,128.7,Yes,No,No,Yes,Female,No,18,No,0,7,10,7,14.455000000000002,0,0,8,8,8,13.91,0,15.5,2.8,-4.06,0,False,False,True
Single,1st phase - general contingent,First Choice,Advertising and Marketing Management,Daytime,Secondary education,142.0,Portuguese,Secondary Education,Basic Education,Administrative Staff,Administrative Staff,128.0,No,No,No,Yes,Female,Yes,18,No,0,6,8,6,14.0,0,0,6,7,6,13.285714285714286,0,11.1,0.6,2.02,0,False,False,True
Single,1st phase - general contingent,Second Choice,Journalism and Communication,Daytime,Secondary education,150.0,Portuguese,Basic Education,Basic Education,Administrative Staff,Administrative Staff,146.5,Yes,No,No,Yes,Female,Yes,20,No,0,6,6,6,13.5,0,0,6,7,6,12.666666666666666,0,11.1,0.6,2.02,0,False,False,True
Single,1st phase - general contingent,Second Choice,Tourism,Daytime,Secondary education,112.0,Portuguese,Basic Education,Basic Education,Agricultural Workers,Agricultural Workers,106.1,Yes,No,No,No,Female,No,20,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,1,True,False,False
Single,2nd phase - general contingent,Second Choice,Social Service (evening attendance),Evening,Secondary education,133.1,Portuguese,Basic Education,Secondary Education,Managers,Managers,118.0,No,No,No,Yes,Female,Yes,20,No,0,6,6,6,11.666666666666666,0,0,6,12,5,14.0,0,10.8,1.4,1.74,0,False,False,True
Single,2nd phase - general contingent,First Choice,Veterinary Nursing,Daytime,Secondary education,125.0,Portuguese,Secondary Education,Basic Education,Administrative Staff,Unskilled Workers,117.0,Yes,No,No,Yes,Female,Yes,19,No,0,5,6,4,12.0,0,0,5,8,5,13.333333333333334,1,10.8,1.4,1.74,0,False,False,True
Single,1st phase - general contingent,Second Choice,Social Service,Daytime,Secondary education,121.0,Portuguese,Basic Education,Basic Education,Machine Operators,Machine Operators,115.4,Yes,No,No,Yes,Female,Yes,19,No,0,6,7,6,11.714285714285714,0,0,6,6,6,11.833333333333334,0,13.9,-0.3,0.79,0,False,False,True
Single,2nd phase - general contingent,Second Choice,Social Service,Daytime,Secondary education,133.1,Portuguese,Higher Education,Secondary Education,Professionals,Technicians,117.0,Yes,No,No,Yes,Female,No,21,No,0,6,8,6,12.666666666666666,0,0,6,7,6,12.428571428571429,0,11.1,0.6,2.02,0,False,False,True
Single,Over 23 years old,First Choice,Veterinary Nursing,Daytime,Secondary education,133.1,Portuguese,Higher Education,Higher Education,Administrative Staff,Professionals,144.9,Yes,No,No,Yes,Female,No,26,No,0,6,11,3,11.75,0,0,6,19,4,12.8,0,12.4,0.5,1.79,2,False,True,False
Single,2nd phase - general contingent,First Choice,Social Service,Daytime,Secondary education,135.0,Portuguese,Basic Education,Basic Education,Machine Operators,Agricultural Workers,127.0,No,No,No,Yes,Female,No,21,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,1,True,False,False
Single,1st phase - general contingent,Second Choice,Nursing,Daytime,Secondary education,132.0,Portuguese,Basic Education,Basic Education,Service Workers,Service Workers,118.0,Yes,No,No,Yes,Female,No,18,No,0,8,8,7,12.328571428571427,0,0,8,8,7,12.328571428571427,0,12.7,3.7,-1.7,0,False,False,True
Married,Over 23 years old,First Choice,Basic Education,Daytime,Basic education,133.1,Portuguese,Basic Education,Basic Education,Unskilled Workers,Machine Operators,118.0,No,No,No,Yes,Female,No,27,No,0,7,14,6,11.666666666666666,0,0,7,10,1,10.0,0,12.4,0.5,1.79,1,True,False,False
Single,Change of course,First Choice,Communication Design,Daytime,Secondary education,135.0,Portuguese,Secondary Education,Basic Education,Technicians,Unskilled Workers,126.4,Yes,No,No,Yes,Female,Yes,20,No,5,12,12,12,13.25,0,5,12,12,11,12.727272727272728,0,15.5,2.8,-4.06,0,False,False,True
Single,Change of course,First Choice,Advertising and Marketing Management,Daytime,Technological specialization,110.0,Portuguese,Basic Education,Higher Education,Skilled Workers,Armed Forces,110.0,No,No,No,Yes,Female,No,21,No,0,6,8,5,11.833333333333334,0,0,6,8,4,13.25,2,16.2,0.3,-0.92,2,False,True,False
Single,2nd phase - general contingent,First Choice,Oral Hygiene,Daytime,Secondary education,133.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Unskilled Workers,124.4,Yes,No,No,Yes,Female,Yes,18,No,0,7,7,7,13.3,0,0,8,8,8,15.125,0,15.5,2.8,-4.06,0,False,False,True
Single,Technological specialization diploma holders,First Choice,Veterinary Nursing,Daytime,Technological specialization,140.0,Portuguese,Secondary Education,Basic Education,Unskilled Workers,Unskilled Workers,140.0,Yes,No,No,Yes,Female,No,20,No,1,6,13,6,12.555555555555555,0,1,6,11,5,11.8,0,16.2,0.3,-0.92,2,False,True,False
Single,1st phase - general contingent,First Choice,Journalism and Communication,Daytime,Secondary education,135.0,Portuguese,Secondary Education,Basic Education,Administrative Staff,Armed Forces,129.4,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,12.833333333333334,0,0,6,7,6,12.166666666666666,0,11.1,0.6,2.02,0,False,False,True
Single,Technological specialization diploma holders,First Choice,Social Service,Daytime,Technological specialization,140.0,Portuguese,Secondary Education,Secondary Education,Technicians,Service Workers,141.7,No,No,No,Yes,Female,Yes,20,No,3,6,6,6,12.833333333333334,0,2,6,6,6,12.833333333333334,0,13.9,-0.3,0.79,0,False,False,True
Single,1st phase - general contingent,Second Choice,Veterinary Nursing,Daytime,Secondary education,144.0,Portuguese,Secondary Education,Basic Education,Administrative Staff,Armed Forces,132.1,Yes,No,No,Yes,Female,Yes,19,No,0,5,10,3,12.666666666666666,1,0,5,7,3,13.0,0,12.7,3.7,-1.7,0,False,False,True
Single,1st phase - general contingent,Second Choice,Nursing,Daytime,Secondary education,122.0,Portuguese,Basic Education,Higher Education,Unskilled Workers,Professionals,116.8,Yes,No,No,Yes,Female,No,20,No,0,7,8,6,13.271428571428572,0,0,8,8,7,14.471428571428572,0,13.9,-0.3,0.79,0,False,False,True
Single,1st phase - general contingent,First Choice,Management (evening attendance),Evening,Secondary education,143.0,Portuguese,Basic Education,Basic Education,Service Workers,Machine Operators,135.0,No,No,No,Yes,Female,Yes,20,No,0,5,5,5,12.4,0,0,5,6,5,12.833333333333334,0,10.8,1.4,1.74,0,False,False,True
Single,Technological specialization diploma holders,First Choice,Veterinary Nursing,Daytime,Technological specialization,150.0,Portuguese,Basic Education,Secondary Education,Service Workers,Service Workers,150.0,No,No,No,Yes,Female,No,20,No,0,5,10,2,14.5,1,0,5,7,4,11.25,0,12.7,3.7,-1.7,2,False,True,False
Single,1st phase - general contingent,Second Choice,Social Service,Daytime,Secondary education,124.0,Portuguese,Basic Education,Secondary Education,Skilled Workers,Armed Forces,116.0,Yes,No,Yes,Yes,Female,No,19,No,0,6,7,0,0.0,0,0,5,5,0,0.0,0,13.9,-0.3,0.79,1,True,False,False
Single,1st phase - general contingent,First Choice,Journalism and Communication,Daytime,Secondary education,156.0,Portuguese,Higher Education,Higher Education,Professionals,Professionals,155.0,No,No,No,Yes,Female,No,18,No,0,6,7,6,14.285714285714286,0,0,6,8,6,13.25,0,8.9,1.4,3.51,0,False,False,True
Single,1st phase - general contingent,First Choice,Veterinary Nursing,Daytime,Secondary education,142.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Armed Forces,127.0,Yes,No,No,Yes,Female,No,18,No,0,5,7,3,12.333333333333334,0,0,5,9,5,12.6,0,10.8,1.4,1.74,0,False,False,True
Single,2nd phase - general contingent,First Choice,Nursing,Daytime,Secondary education,142.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Machine Operators,130.8,Yes,No,No,Yes,Female,Yes,19,No,0,7,10,6,12.583333333333334,0,0,8,8,7,12.671428571428573,0,13.9,-0.3,0.79,0,False,False,True
Single,1st phase - general contingent,Second Choice,Nursing,Daytime,Secondary education,126.0,Portuguese,Other,Basic Education,Service Workers,Unskilled Workers,121.8,Yes,No,No,Yes,Female,No,19,No,0,7,8,6,13.731666666666667,0,0,8,10,7,13.771428571428572,0,12.4,0.5,1.79,1,True,False,False
